Sample X	Sample Y	Sample Z	Sample Theta	CCD Theta	Beamline Energy	
27.59	29.82	1.5939999999999999	23.0	46.0	281.10000000000025	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	281.2000000000003	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	281.3000000000003	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	281.4000000000003	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	281.50000000000034	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	281.60000000000036	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	281.7000000000004	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	281.8000000000004	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	281.90000000000043	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	282.00000000000045	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	282.1000000000005	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	282.2000000000005	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	282.3000000000005	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	282.40000000000055	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	282.50000000000057	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	282.6000000000006	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	282.7000000000006	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	282.80000000000064	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	282.90000000000066	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	283.0000000000007	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	283.1000000000007	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	283.2000000000007	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	283.30000000000075	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	283.4000000000008	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	283.5000000000008	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	283.6000000000008	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	283.70000000000084	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	283.80000000000086	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	283.9000000000009	2.0
27.59	29.82	1.5939999999999999	23.0	46.0	284.0000000000009	2.0
